username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
OplatanKEV;2015-09-15 19:56;0;2;"@arashhi @pcgamer menos mal, visto el historial de compañías que EA ha llevado al desastre era para ponerse a temblar";;@arashhi @pcgamer;;"643936531946864640";https://twitter.com/OplatanKEV/status/643936531946864640
MiloST_Valencia;2015-09-15 19:56;0;0;"Porque es normal tenerlo miedo a lo que no sabemos, dame la mano y ponte a temblar";;;;"643936519858864128";https://twitter.com/MiloST_Valencia/status/643936519858864128
Galdar;2015-09-15 19:56;0;0;"Mi terremoto ideal tiene: buen pipeño, granadina Mitjans, fernet Branca y helado de piña Fruna.";;;;"643936393790681089";https://twitter.com/Galdar/status/643936393790681089
Alafiu;2015-09-15 19:56;0;0;"Aca estudiando TI #18 #dieciocho #terremoto #pipeño #elmasfino #se #oc https:// instagram.com/p/7q6NYeLEy3/";;;#18 #dieciocho #terremoto #pipe #elmasfino #se #oc;"643936340082561025";https://twitter.com/Alafiu/status/643936340082561025
YY5CAV;2015-09-15 19:55;0;0;"Excelente programa el de Nat Geo, EL TERREMOTO DE MÉXICO...";;;;"643936318938984448";https://twitter.com/YY5CAV/status/643936318938984448
Earthquake_rt;2015-09-15 19:55;0;0;"(`･ω･´)ｼｬｷｰﾝ 地中カウント累積マップ #地震 #earthquake #terremoto #強震モニタ #disaster #desastre #Japan #Japón pic.twitter.com/rLzj64uIiS";;;# #earthquake #terremoto # #disaster #desastre #Japan #Jap;"643936269689556992";https://twitter.com/Earthquake_rt/status/643936269689556992
Earthquake_rt;2015-09-15 19:55;0;0;"#Sismo Md 3.0 PUERTO RICO REGION: Magnitude  Md 3.0Region  PUERTO RICO REGIONDate time  2015-09-15 ... http:// bit.ly/1Ya6rOU #CSismica";;;#Sismo #CSismica;"643936260361482240";https://twitter.com/Earthquake_rt/status/643936260361482240
Earthquake_rt;2015-09-15 19:55;0;0;"#Sismo Md 3.3 PUERTO RICO REGION: Magnitude  Md 3.3Region  PUERTO RICO REGIONDate time  2015-09-15 ... http:// bit.ly/1Ya6sCD #CSismica";;;#Sismo #CSismica;"643936258578849798";https://twitter.com/Earthquake_rt/status/643936258578849798
Earthquake_rt;2015-09-15 19:55;0;0;"#Sismo mb 3.3 OKLAHOMA: Magnitude  mb 3.3Region  OKLAHOMADate time  2015-09-15 22:57:14.0 UTCLoca... http:// bit.ly/1Ya6s5B #CSismica";;;#Sismo #CSismica;"643936257186377728";https://twitter.com/Earthquake_rt/status/643936257186377728
Earthquake_rt;2015-09-15 19:55;0;0;"#Sismo mb 4.6 KASHMIR-XINJIANG BORDER REGION: Magnitude  mb 4.6Region  KASHMIR-XINJIANG BORDER REGI... http:// bit.ly/1KebyEi #CSismica";;;#Sismo #CSismica;"643936255709958144";https://twitter.com/Earthquake_rt/status/643936255709958144
Earthquake_rt;2015-09-15 19:55;0;0;"#Sismo Mw 4.8 OFFSHORE TARAPACA, CHILE: Magnitude  Mw 4.8Region  OFFSHORE TARAPACA, CHILEDate time ... http:// bit.ly/1OW1Iub #CSismica";;;#Sismo #CSismica;"643936254527193088";https://twitter.com/Earthquake_rt/status/643936254527193088
intoxicadax;2015-09-15 19:55;0;2;"La otra vez una compañera pregunto qe era un terremoto , ustedes no se imaginan las ganas de matarme q tengo cada vez que las escucho hablar";;;;"643936252824260608";https://twitter.com/intoxicadax/status/643936252824260608
Earthquake_rt;2015-09-15 19:55;0;0;"#Sismo Md 3.0 PUERTO RICO REGION: Magnitude  Md 3.0Region  PUERTO RICO REGIONDate time  2015-09-15 17:1... http:// bit.ly/1Ya6rOU #CS";;;#Sismo #CS;"643936242342735875";https://twitter.com/Earthquake_rt/status/643936242342735875
Earthquake_rt;2015-09-15 19:55;0;0;"#Sismo Md 3.3 PUERTO RICO REGION: Magnitude  Md 3.3Region  PUERTO RICO REGIONDate time  2015-09-15 15:5... http:// bit.ly/1Ya6sCD #CS";;;#Sismo #CS;"643936240774082561";https://twitter.com/Earthquake_rt/status/643936240774082561
Earthquake_rt;2015-09-15 19:55;0;0;"#Sismo mb 3.3 OKLAHOMA: Magnitude  mb 3.3Region  OKLAHOMADate time  2015-09-15 22:57:14.0 UTCLocation  ... http:// bit.ly/1Ya6s5B #CS";;;#Sismo #CS;"643936239008268288";https://twitter.com/Earthquake_rt/status/643936239008268288
Earthquake_rt;2015-09-15 19:55;0;0;"#Sismo mb 4.6 KASHMIR-XINJIANG BORDER REGION: Magnitude  mb 4.6Region  KASHMIR-XINJIANG BORDER REGIONDate... http:// bit.ly/1KebyEi #CS";;;#Sismo #CS;"643936237498290177";https://twitter.com/Earthquake_rt/status/643936237498290177
Earthquake_rt;2015-09-15 19:55;0;0;"#Sismo Mw 4.8 OFFSHORE TARAPACA, CHILE: Magnitude  Mw 4.8Region  OFFSHORE TARAPACA, CHILEDate time  2015-... http:// bit.ly/1OW1Iub #CS";;;#Sismo #CS;"643936235929628673";https://twitter.com/Earthquake_rt/status/643936235929628673
Earthquake_rt;2015-09-15 19:55;0;0;"ATENCIÓN #sismo Md 3.0 PUERTO RICO REGION: Magnitude  Md 3.0Region  PUERTO RICO REGIONDate time  201... http:// bit.ly/1Ya6rOU EMS-CSEM";;;#sismo;"643936224642748416";https://twitter.com/Earthquake_rt/status/643936224642748416
lunarescosmicos;2015-09-15 19:55;0;2;"Querer a alguien no es cuestión de físico. Es de sensaciones, que te haga temblar sin estar. Que consiga que sonrías aunque no puedas verle.";;;;"643936221954097152";https://twitter.com/lunarescosmicos/status/643936221954097152
RadioUtez;2015-09-15 19:54;1;1;"El próximo sábado 19 de septiembre no te pierdas el especial "a 39 años del terremoto " a las 10:00 y a las 20:00 por Nuestra Radio UTEZ";;;;"643936022368092160";https://twitter.com/RadioUtez/status/643936022368092160
nameless6021;2015-09-15 19:54;0;0;"(`･ω･´)ｼｬｷｰﾝ 地中カウント累積マップ #地震 #earthquake #terremoto #強震モニタ #disaster #desastre #Japan #Japón pic.twitter.com/xyvRvxx5KH";;;# #earthquake #terremoto # #disaster #desastre #Japan #Jap;"643935959092850688";https://twitter.com/nameless6021/status/643935959092850688
FloorBruno_98;2015-09-15 19:54;2;0;""Me sonrieron sus ojos y me tembló hasta el alma."";;;;"643935948464619520";https://twitter.com/FloorBruno_98/status/643935948464619520
luciemepe;2015-09-15 19:54;0;0;"Ya no tendremos que hablar y hablar del temblor";;;;"643935917883949056";https://twitter.com/luciemepe/status/643935917883949056
Clashers_BR;2015-09-15 19:54;0;0;"Magias de veneno e terremoto melhoradas http:// clashersbr.com/index.php/2015 /09/15/magias-de-veneno-e-terremoto-melhoradas/ … pic.twitter.com/pIQjFOc96C";;;;"643935838481444864";https://twitter.com/Clashers_BR/status/643935838481444864
ValeriaMayorga;2015-09-15 19:54;1;0;"Wueno el terremoto ! en el clandestino de @maestranzacocinademercado @Rodrig0Riquelme pic.twitter.com/UE0s35RCbU";;@maestranzacocinademercado @Rodrig0Riquelme;;"643935837474922496";https://twitter.com/ValeriaMayorga/status/643935837474922496
TizianaRojas;2015-09-15 19:53;0;0;"No puedo dejar de temblar ! jajaj me dio mucha impresión!";Neuquén, Argentina;;;"643935791060791296";https://twitter.com/TizianaRojas/status/643935791060791296
infoCSismica;2015-09-15 19:53;0;0;"#Sismo Md 3.0 PUERTO RICO REGION: Magnitude  Md 3.0Region  PUERTO RICO REGIONDate time  2015-09-15 ... http:// bit.ly/1Ya6rOU #CSismica";;;#Sismo #CSismica;"643935785532551168";https://twitter.com/infoCSismica/status/643935785532551168
infoCSismica;2015-09-15 19:53;0;0;"#Sismo Md 3.3 PUERTO RICO REGION: Magnitude  Md 3.3Region  PUERTO RICO REGIONDate time  2015-09-15 ... http:// bit.ly/1Ya6sCD #CSismica";;;#Sismo #CSismica;"643935784815296513";https://twitter.com/infoCSismica/status/643935784815296513
infoCSismica;2015-09-15 19:53;0;0;"#Sismo mb 3.3 OKLAHOMA: Magnitude  mb 3.3Region  OKLAHOMADate time  2015-09-15 22:57:14.0 UTCLoca... http:// bit.ly/1Ya6s5B #CSismica";;;#Sismo #CSismica;"643935784022618112";https://twitter.com/infoCSismica/status/643935784022618112
infoCSismica;2015-09-15 19:53;0;0;"#Sismo mb 4.6 KASHMIR-XINJIANG BORDER REGION: Magnitude  mb 4.6Region  KASHMIR-XINJIANG BORDER REGI... http:// bit.ly/1KebyEi #CSismica";;;#Sismo #CSismica;"643935783355744256";https://twitter.com/infoCSismica/status/643935783355744256
infoCSismica;2015-09-15 19:53;0;0;"#Sismo Mw 4.8 OFFSHORE TARAPACA, CHILE: Magnitude  Mw 4.8Region  OFFSHORE TARAPACA, CHILEDate time ... http:// bit.ly/1OW1Iub #CSismica";;;#Sismo #CSismica;"643935782319710208";https://twitter.com/infoCSismica/status/643935782319710208
Foro_TV;2015-09-15 19:53;10;6;"#VideoFOROtv Los bebés del sismo http:// goo.gl/vXuVk3 pic.twitter.com/dEDPpoJm89";Miguel Hidalgo, Distrito Federal;;#VideoFOROtv;"643935771091562496";https://twitter.com/Foro_TV/status/643935771091562496
neurus2012;2015-09-15 19:53;0;0;"#Sismo Md 3.0 PUERTO RICO REGION: Magnitude  Md 3.0Region  PUERTO RICO REGIONDate time  2015-09-15 17:1... http:// bit.ly/1Ya6rOU #CS";;;#Sismo #CS;"643935757292339200";https://twitter.com/neurus2012/status/643935757292339200
neurus2012;2015-09-15 19:53;0;0;"#Sismo Md 3.3 PUERTO RICO REGION: Magnitude  Md 3.3Region  PUERTO RICO REGIONDate time  2015-09-15 15:5... http:// bit.ly/1Ya6sCD #CS";;;#Sismo #CS;"643935756600217600";https://twitter.com/neurus2012/status/643935756600217600
neurus2012;2015-09-15 19:53;0;0;"#Sismo mb 3.3 OKLAHOMA: Magnitude  mb 3.3Region  OKLAHOMADate time  2015-09-15 22:57:14.0 UTCLocation  ... http:// bit.ly/1Ya6s5B #CS";;;#Sismo #CS;"643935755908198400";https://twitter.com/neurus2012/status/643935755908198400
neurus2012;2015-09-15 19:53;0;0;"#Sismo mb 4.6 KASHMIR-XINJIANG BORDER REGION: Magnitude  mb 4.6Region  KASHMIR-XINJIANG BORDER REGIONDate... http:// bit.ly/1KebyEi #CS";;;#Sismo #CS;"643935755207753728";https://twitter.com/neurus2012/status/643935755207753728
neurus2012;2015-09-15 19:53;0;0;"#Sismo Mw 4.8 OFFSHORE TARAPACA, CHILE: Magnitude  Mw 4.8Region  OFFSHORE TARAPACA, CHILEDate time  2015-... http:// bit.ly/1OW1Iub #CS";;;#Sismo #CS;"643935754381492224";https://twitter.com/neurus2012/status/643935754381492224
jacaporal;2015-09-15 19:53;0;0;"5 eventos para conmemorar los 30 años del terremoto del 85 http:// bit.ly/1Ouo9sv";;;;"643935751567118336";https://twitter.com/jacaporal/status/643935751567118336
micaabreezy;2015-09-15 19:53;0;0;"@SebasArango tu cadera y la mia BOOM, hacen un sismo , ahora da lo mismo, el amor hoy es turismo";;@SebasArango;;"643935743967133696";https://twitter.com/micaabreezy/status/643935743967133696
camilabelen2077;2015-09-15 19:53;0;0;"@juan36269025 por lo menos a mi nunca me tembló el culo con ella ajajjaja";;@juan36269025;;"643935631794683909";https://twitter.com/camilabelen2077/status/643935631794683909
xItslevi0sa;2015-09-15 19:52;0;0;"@chloefbennet el terremoto";;@chloefbennet;;"643935551998046208";https://twitter.com/xItslevi0sa/status/643935551998046208
Fedeeeeee1891;2015-09-15 19:52;0;0;"En el mismo momento en que el temblor sea en casa entenderemos (tal vez) lo que al otro le pasaa";Uruguay;;;"643935549984796672";https://twitter.com/Fedeeeeee1891/status/643935549984796672
Lady_BonnieFNAF;2015-09-15 19:52;0;0;">> podría llegar incluso a matarla. Ella se puso nerviosa, empezó a temblar , en medio del escenario. Levantó la vista y los chicos se>>";;;;"643935483744141316";https://twitter.com/Lady_BonnieFNAF/status/643935483744141316
fantadelulo;2015-09-15 19:52;0;0;"Que con tocar tus manos ya te hacía temblar ...";;;;"643935474516672512";https://twitter.com/fantadelulo/status/643935474516672512
ArturoGomezZS;2015-09-15 19:52;0;0;"5 eventos para conmemorar los 30 años del terremoto del 85";;;;"643935390114664448";https://twitter.com/ArturoGomezZS/status/643935390114664448
ArturoGomezZS;2015-09-15 19:52;0;0;"Terremoto del 85: 10 datos que no debemos olvidar";;;;"643935389070327808";https://twitter.com/ArturoGomezZS/status/643935389070327808
Christianrdzt;2015-09-15 19:52;0;0;""Querer a alguien no es cuestión de físico. Es de sensaciones, que te haga temblar sin estar. Que..." http:// tmblr.co/Zc4IIo1uJeEGm";;;;"643935346477170688";https://twitter.com/Christianrdzt/status/643935346477170688
segundomendo;2015-09-15 19:52;0;1;"No dejo de temblar ...";;;;"643935344484876288";https://twitter.com/segundomendo/status/643935344484876288
VioletaMas1;2015-09-15 19:51;0;0;"2 minutos y parece que me paso un terremoto encima";;;;"643935236376653824";https://twitter.com/VioletaMas1/status/643935236376653824
nacapelo;2015-09-15 19:51;0;0;"hace 6 h #terremoto 3.5 en Alto Hospicio (Iquique), Chile, 46.0km, 13:55 GMT-3 (EMSC) http:// quakeapp.com/m/?s=E&e_id=45 9424 … pic.twitter.com/Z5Rqv0Qrwb";;;#terremoto;"643935206450315264";https://twitter.com/nacapelo/status/643935206450315264
JJDiaz63;2015-09-15 19:51;3;0;"@BlancoGustavo10 Estos gringos ya saben a mierda, gran vaina cuidado los Rusos deben estar temblando";;@BlancoGustavo10;;"643935143124725760";https://twitter.com/JJDiaz63/status/643935143124725760
nacapelo;2015-09-15 19:51;0;0;"hace 1 ½ h #terremoto 4.9 en Océano Pacífico Sur, 20.0km, 19:03 GMT-3 () http:// quakeapp.com/m/?s=L&e_id=20 150915220332 … pic.twitter.com/bsjnq2WKpo";;;#terremoto;"643935134216011776";https://twitter.com/nacapelo/status/643935134216011776
nacapelo;2015-09-15 19:50;0;0;"hace 2 h #terremoto 5.3 en Océano Pacífico Sur, 44.0km, 18:21 GMT-3 () http:// quakeapp.com/m/?s=L&e_id=20 150915212122 … pic.twitter.com/cu3Jj9oQ40";;;#terremoto;"643935061302185984";https://twitter.com/nacapelo/status/643935061302185984
AnonTemuco;2015-09-15 19:50;1;0;"ESPECIAL | A 30 años del terremoto que convirtió en héroes a miles de mexicanos: Por Paula Escalada Medrano Mé... http:// bit.ly/1gpzw6S";;;;"643934994407124992";https://twitter.com/AnonTemuco/status/643934994407124992
Mavi_twitt;2015-09-15 19:50;0;1;"Cuando pase el temblor https:// youtu.be/F0iWc9LbHH0 #MartesDeCerati";;;#MartesDeCerati;"643934895849504768";https://twitter.com/Mavi_twitt/status/643934895849504768
TVN;2015-09-15 19:50;14;7;"Es el terremoto más potente que se ha registrado. Revive sus consecuencias acá http:// ow.ly/Sg66K pic.twitter.com/43ValShnKO";;;;"643934883434364928";https://twitter.com/TVN/status/643934883434364928
CulturaColectiv;2015-09-15 19:50;11;31;"Poemas eróticos que harán temblar tus piernas. http:// bit.ly/1QptEYi pic.twitter.com/guo1MYnmKO";;;;"643934840136466433";https://twitter.com/CulturaColectiv/status/643934840136466433
AgostinaRoman_;2015-09-15 19:49;0;0;"Lo hubieras pensado como me miraste con esa sonrisa que me hizo temblar ♪";;;;"643934729440526337";https://twitter.com/AgostinaRoman_/status/643934729440526337
adictoapple;2015-09-15 19:49;0;0;"EL GIGANTESCO PODERIO BELICO DE RUSIA QUE HACE TEMBLAR A ESTADOS UNIDOS ISRAEL LA OTAN Y EUROPA JUNTOS http:// fb.me/49EUwrjP8";;;;"643934713166430208";https://twitter.com/adictoapple/status/643934713166430208
EsperanzaRivad;2015-09-15 19:49;2;0;"Vueeelta a la rutina. Esperando con ansia un puente, huelga, navidades, terremoto , tsunami, Apocalipsis....Algo ya pic.twitter.com/5uagJNV6oM";;;;"643934711329497088";https://twitter.com/EsperanzaRivad/status/643934711329497088
tweet_quake;2015-09-15 19:49;0;1;"Sismo preliminar: M 4.4, Eastern Kashmir http:// bit.ly/1UTFXlV Ampliaremos.";;;;"643934666366423040";https://twitter.com/tweet_quake/status/643934666366423040
infoCSismica;2015-09-15 19:49;0;0;"#Sismo M 4.4, Eastern Kashmir: 2015-09-15 22:38:33 35.43 78.67 10 km C http:// bit.ly/1QEgUgP #CSismica";;;#Sismo #CSismica;"643934660519591936";https://twitter.com/infoCSismica/status/643934660519591936
OFICIALGRUPOCS;2015-09-15 19:49;2;1;"#TEMBLOR #SISMO M 4.4, Eastern Kashmir: 2015-09-15 22:38:33 35.43 78.67 10 km C http:// bit.ly/1OVUXsd #CONCIENCIASISMICA";;;#TEMBLOR #SISMO #CONCIENCIASISMICA;"643934655981326336";https://twitter.com/OFICIALGRUPOCS/status/643934655981326336
neurus2012;2015-09-15 19:49;0;0;"#Sismo M 4.4, Eastern Kashmir: 2015-09-15 22:38:33 35.43 78.67 10 km C http:// bit.ly/1OVUXsd #CS";;;#Sismo #CS;"643934653917691906";https://twitter.com/neurus2012/status/643934653917691906
TodoSismos;2015-09-15 19:49;0;0;"#Earthquake #Sismo M 4.4, Eastern Kashmir: 2015-09-15 22:38:33 35.43 78.67 10 km C http:// bit.ly/1QEgUgP";;;#Earthquake #Sismo;"643934651124310021";https://twitter.com/TodoSismos/status/643934651124310021
Melissa_Pintos;2015-09-15 19:49;0;0;"estoy temblando la puta madreeeeee que es estooo";;;;"643934635756507136";https://twitter.com/Melissa_Pintos/status/643934635756507136
NihonFSW;2015-09-15 19:49;0;0;"@HeichouFSW ¿A-aún? —empezó a temblar de miedo—";;@HeichouFSW;;"643934577136943104";https://twitter.com/NihonFSW/status/643934577136943104
bastarkdo;2015-09-15 19:48;0;0;"@milennaox Ya me vengaré, le voy a contar a mi esposa y van a temblar :O";;@milennaox;;"643934352980766720";https://twitter.com/bastarkdo/status/643934352980766720
F_Mestroni;2015-09-15 19:48;0;0;"Terremoto hay temblor mai dale ya nos convertimos en salvaje animales";;;;"643934343354810369";https://twitter.com/F_Mestroni/status/643934343354810369
emycangry73;2015-09-15 19:47;0;0;"Dejamé, sólo darte un beso dejamé, miramé, es que estoy temblando tocamé. #sanjuan del cesar";;;#sanjuan;"643934270977888264";https://twitter.com/emycangry73/status/643934270977888264
katy_kabooom;2015-09-15 19:47;0;0;"#LatardeEstaComoPaTomarse un terremoto";;;#LatardeEstaComoPaTomarse;"643934237914198016";https://twitter.com/katy_kabooom/status/643934237914198016
YY5CAV;2015-09-15 19:47;0;0;"En estos momentos NAT GEO esta pasando El Terremoto de México. TODAVÍA TENEMOS MUCHO QUE APRENDER...";;;;"643934229005402113";https://twitter.com/YY5CAV/status/643934229005402113
ManuuCantero;2015-09-15 19:47;0;0;"Sé que te encontrare en esas ruinas, ya no tendremos que hablar del temblor , te besaré en el templo, lo sé.";;;;"643934151607914496";https://twitter.com/ManuuCantero/status/643934151607914496
Sonia__byb1;2015-09-15 19:47;0;0;"@Candela_BYB1 @Cayetana_BYB de temblar y llorar-.";;@Candela_BYB1 @Cayetana_BYB;;"643934126471520256";https://twitter.com/Sonia__byb1/status/643934126471520256
joaxxxo;2015-09-15 19:46;0;2;"@FlorBilbao13 por eso el temblor u.u";;@FlorBilbao13;;"643934059253628928";https://twitter.com/joaxxxo/status/643934059253628928
F_Mestroni;2015-09-15 19:46;0;0;"Me tumba ese cuerpo ta causando temblor como un terremoto va causando temblor";;;;"643934052022665216";https://twitter.com/F_Mestroni/status/643934052022665216
F_Mestroni;2015-09-15 19:46;0;0;"Mami es que esa falda esta causando temblor ese movimiento esta casusando temblor";;;;"643934001401569280";https://twitter.com/F_Mestroni/status/643934001401569280
j3ml;2015-09-15 19:46;1;0;"Un terremoto es cruzarme con tu mirada.";;;;"643933930035486720";https://twitter.com/j3ml/status/643933930035486720
JorgeJorgge1974;2015-09-15 19:46;0;0;"Es ley el plan progresar;nuestra economia sigue creciendo...y ahora??q vas a buscar majul??y el terremoto ?y el fin del mundo?!jajaja";;;;"643933816965472257";https://twitter.com/JorgeJorgge1974/status/643933816965472257
Ehl98;2015-09-15 19:45;1;1;"Los ratitos contigo me dan la vida,bnn mi terremoto @garcia_bermejo";;@garcia_bermejo;;"643933698975498240";https://twitter.com/Ehl98/status/643933698975498240
cruzrojabogota;2015-09-15 19:45;0;0;"#temblor #Sismo Si estás dentro de una edificación y no puedes salir, busca un sitio seguro para protegerte http:// goo.gl/p8PYk6";;;#temblor #Sismo;"643933683913760768";https://twitter.com/cruzrojabogota/status/643933683913760768
Red_OHiggins;2015-09-15 19:45;1;0;"Sismo se percibió esta madrugada en Navidad → http:// ow.ly/Sf0ol pic.twitter.com/pBMddOIy2y";;;;"643933677580365824";https://twitter.com/Red_OHiggins/status/643933677580365824
EFEMexico;2015-09-15 19:45;0;0;"20/09/1985. Terremoto de 7,9 (réplica) con epicentro en estado de Guerrero. Causó pánico #TerremotoMéxico1985 http:// bit.ly/1Jao0U2";;;#TerremotoM;"643933592142245888";https://twitter.com/EFEMexico/status/643933592142245888
thatguyRIP;2015-09-15 19:44;0;0;"@Mar_A0 A Ud. no le va a temblar";;@Mar_A0;;"643933467546267648";https://twitter.com/thatguyRIP/status/643933467546267648
CamilaSoledadN;2015-09-15 19:44;0;0;"Yo cierro los ojos tú apartas la vista, apenas respiró y me hago pequeñita y me pongo a temblar";;;;"643933427675340800";https://twitter.com/CamilaSoledadN/status/643933427675340800
ANTIPATIKO7;2015-09-15 19:44;0;0;"#SISMO Md 3.0 PUERTO RICO REGION http:// dlvr.it/C9DRjC";;;#SISMO;"643933331478835201";https://twitter.com/ANTIPATIKO7/status/643933331478835201
ANTIPATIKO7;2015-09-15 19:44;0;0;"#SISMO Md 3.3 PUERTO RICO REGION http:// dlvr.it/C9DPMn";;;#SISMO;"643933330220552192";https://twitter.com/ANTIPATIKO7/status/643933330220552192
ANTIPATIKO7;2015-09-15 19:44;0;0;"#SISMO mb 3.3 OKLAHOMA http:// dlvr.it/C9DN88";;;#SISMO;"643933328991645697";https://twitter.com/ANTIPATIKO7/status/643933328991645697
OtroIndiferente;2015-09-15 19:44;49;45;"Me sonrieron sus ojos y me tembló hasta el alma.";;;;"643933327196602368";https://twitter.com/OtroIndiferente/status/643933327196602368
HeNrYJeS;2015-09-15 19:43;0;0;""Hay mentiras y hay amantes que por instantes de placer ponen su vida a temblar ..."";;;;"643933255176179712";https://twitter.com/HeNrYJeS/status/643933255176179712
Re_7_Gustavo;2015-09-15 19:43;1;0;"TEMBLOR @Radio_Emergenci https:// twitter.com/sismoguc/statu s/643921303418875904 …";;@Radio_Emergenci;;"643933227170832384";https://twitter.com/Re_7_Gustavo/status/643933227170832384
AnaKPonceE;2015-09-15 19:43;0;0;"Me sonrieron sus ojos y me tembló hasta el alma.";;;;"643933202772430848";https://twitter.com/AnaKPonceE/status/643933202772430848
chikitakro;2015-09-15 19:43;0;0;"#LatardeEstaComoPaTomarse un terremoto y tsunami....ahhh un manjarshhh.";;;#LatardeEstaComoPaTomarse;"643933065941778433";https://twitter.com/chikitakro/status/643933065941778433
juliostcarvalho;2015-09-15 19:42;0;1;"se eu fosse presidente de um país mandava construir td os prédio de lego daí se der guerra, terremoto , tsunami e quebrar é só reconstruir";;;;"643933002024808448";https://twitter.com/juliostcarvalho/status/643933002024808448
