# http://earthquake.usgs.gov/earthquakes/search/
# Temblores de magnitud 5 a 10, durante un periodo de 10 años, limitada al area Chile.

time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-05-06T02:42:47.940Z,-18.058,-70.547,37,6.2,mwc,455,11.8,,0.73,us,usp000hccn,2015-06-30T16:59:03.699Z,"near the coast of Tarapaca, Chile",earthquake,,,,,reviewed,us,us
2010-05-05T15:24:10.680Z,-35.56,-72.939,30.1,5.4,mwc,119,71.9,,0.79,us,usp000hcbw,2015-03-24T02:07:03.538Z,"offshore Maule, Chile",earthquake,,,,,reviewed,us,gcmt
2010-05-05T09:38:23.000Z,-35.949,-103.058,10,5.9,mwc,261,35.2,,0.92,us,usp000hcbj,2015-05-13T18:53:57.000Z,"southeast of Easter Island",earthquake,,,,,reviewed,us,gcmt
2010-05-04T16:12:55.230Z,-21.886,-68.251,91.9,5.3,mwc,224,47.4,,0.84,us,usp000hcak,2015-03-24T02:39:29.872Z,"Antofagasta, Chile",earthquake,,4.7,,,reviewed,us,gcmt
2010-05-04T13:55:06.530Z,-34.152,-72.247,22.3,5.2,mwc,61,116.1,,0.96,us,usp000hcac,2015-03-24T02:09:33.866Z,"offshore Libertador O'Higgins, Chile",earthquake,,15.7,,,reviewed,us,gcmt
2010-05-03T23:09:44.790Z,-38.072,-73.454,19,6.3,mwc,262,54.7,,1.07,us,usp000hc9m,2015-08-26T22:27:58.721Z,"Bio-Bio, Chile",earthquake,,,,,reviewed,us,us
2010-05-03T18:39:44.690Z,-37.232,-73.686,35,5.4,mwc,78,68.4,,0.9,us,usp000hc9d,2015-03-24T01:08:50.039Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-05-02T14:52:40.030Z,-34.228,-71.877,13,5.9,mwb,292,34.1,,0.79,us,usp000hc7j,2015-06-30T16:59:03.697Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,us,us
2010-05-01T21:01:34.250Z,-21.08,-68.594,108.7,5,mwc,172,52,,1.07,us,usp000hc64,2015-03-24T02:27:08.418Z,"Antofagasta, Chile",earthquake,,4.2,,,reviewed,us,gcmt
2010-05-01T14:41:05.000Z,-33.19,-72.307,35.3,5,mb,88,80.5,,,us,usp000hc5r,2015-03-24T01:08:33.735Z,"offshore Valparaiso, Chile",earthquake,,,,46,reviewed,guc,us
2010-04-29T13:40:13.000Z,-36.852,-73.176,33.9,5,mb,83,138.3,,,us,usp000hc2r,2015-03-24T01:08:30.336Z,"offshore Bio-Bio, Chile",earthquake,,,,51,reviewed,guc,us
2010-04-29T07:56:34.150Z,-36.858,-73.616,35,5.1,mwc,119,133.8,,0.96,us,usp000hc2b,2015-03-24T02:27:57.129Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-04-25T15:42:23.430Z,-37.526,-72.879,40.6,5,mb,82,116.9,,0.74,us,usp000hbw4,2015-03-24T02:12:54.939Z,"Bio-Bio, Chile",earthquake,,,,43,reviewed,us,us
2010-04-24T00:23:43.490Z,-36.303,-99.775,10.1,5.2,mwc,305,26,,0.57,us,usp000hbu6,2015-02-11T17:19:22.000Z,"southeast of Easter Island",earthquake,,2.4,,,reviewed,us,gcmt
2010-04-23T10:03:06.180Z,-37.529,-72.969,32,6,mwc,237,36,,0.86,us,usp000hbtp,2015-06-30T16:59:03.694Z,"Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-04-19T07:32:48.890Z,-37.519,-73.68,25.8,5.2,mwc,123,69.9,,0.94,us,usp000hbnd,2015-03-24T01:08:05.334Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-04-18T02:52:18.450Z,-37.167,-73.759,19.9,5.1,mwc,108,104.9,,0.96,us,usp000hbk9,2015-03-24T01:08:01.941Z,"offshore Bio-Bio, Chile",earthquake,,16.7,,,reviewed,us,gcmt
2010-04-18T01:49:38.500Z,-37.159,-73.753,29.9,5.6,mwc,147,68.4,,0.96,us,usp000hbk2,2015-05-13T18:53:57.000Z,"offshore Bio-Bio, Chile",earthquake,,13.2,,,reviewed,us,gcmt
2010-04-16T23:15:36.440Z,-37.42,-73.669,24,5.7,mwc,202,29.5,,0.88,us,usp000hbh2,2015-05-13T18:53:57.000Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-04-16T22:41:33.880Z,-37.46,-73.732,6,5.7,mwb,123,54.2,,0.85,us,usp000hbgx,2015-05-13T18:53:57.000Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,us
2010-04-16T22:38:27.060Z,-37.503,-73.687,35,5,mb,98,47.4,,0.81,us,usp000hbgw,2014-11-07T01:41:16.822Z,"offshore Bio-Bio, Chile",earthquake,,,,51,reviewed,us,us
2010-04-12T12:36:44.140Z,-35.535,-105.451,10,5.3,mwc,98,69,,1.46,us,usp000hb91,2015-02-11T17:19:22.000Z,"southern East Pacific Rise",earthquake,,,,,reviewed,us,gcmt
2010-04-10T21:29:04.720Z,-34.64,-71.633,54.5,5,mb,45,140.4,,0.74,us,usp000hb50,2014-11-07T01:41:14.831Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,11.8,,26,reviewed,us,us
2010-04-10T15:06:34.070Z,-25.68,-70.667,49.5,5.5,mwb,256,41.8,,1.23,us,usp000hb4h,2015-03-24T02:06:59.439Z,"Antofagasta, Chile",earthquake,,,,,reviewed,us,us
2010-04-10T06:29:59.870Z,-41.081,-89.894,7,5.8,mwc,70,195.5,,1.41,us,usp000hb3k,2015-05-13T18:53:57.000Z,"southeast of Easter Island",earthquake,,,,,reviewed,us,gcmt
2010-04-10T05:06:43.690Z,-36.155,-100.992,10,5.4,mwc,143,46,,1.06,us,usp000hb3h,2015-02-11T17:19:22.000Z,"southeast of Easter Island",earthquake,,,,,reviewed,us,gcmt
2010-04-09T22:23:02.980Z,-28.559,-68.124,117.7,5.8,mwb,364,18.3,,0.76,us,usp000hb2t,2015-06-30T16:59:03.689Z,"La Rioja, Argentina",earthquake,,,,,reviewed,us,us
2010-04-06T13:04:44.070Z,-35.043,-72.689,35.6,5.1,mb,106,74.8,,0.81,us,usp000harp,2015-03-24T02:27:59.930Z,"offshore Maule, Chile",earthquake,,5.9,,45,reviewed,us,us
2010-04-05T22:36:57.230Z,-19.86,-68.842,94.2,5.8,mwc,367,33.3,,0.91,us,usp000hana,2015-05-13T18:53:57.000Z,"Tarapaca, Chile",earthquake,,2.9,,,reviewed,us,gcmt
2010-04-02T22:58:07.560Z,-36.227,-72.878,24,6,mwc,353,34.2,,0.81,us,usp000ha96,2015-07-01T17:08:42.000Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-04-02T19:34:10.840Z,-36.119,-72.697,37.5,5.1,mb,159,71.5,,0.84,us,usp000ha8z,2015-03-24T01:07:20.136Z,"Bio-Bio, Chile",earthquake,,4.5,,85,reviewed,us,us
2010-04-01T19:43:02.300Z,-34.199,-72.104,36.4,5.1,mwc,91,77.9,,0.92,us,usp000ha7c,2015-03-24T01:54:49.716Z,"offshore Libertador O'Higgins, Chile",earthquake,,5.6,,,reviewed,us,gcmt
2010-04-01T12:53:07.610Z,-34.649,-71.82,11.8,5.1,mwc,192,53.2,,0.85,us,usp000ha6u,2015-03-24T01:07:14.729Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,5,,,reviewed,us,gcmt
2010-03-29T07:35:06.000Z,-34.881,-71.935,34.1,5.4,mwb,237,78.2,,,us,usp000ha3t,2015-03-24T01:41:26.788Z,"Maule, Chile",earthquake,,,,,reviewed,guc,us
2010-03-28T21:43:13.550Z,-35.406,-72.897,21.5,5.6,mwc,214,53.2,,1.12,us,usp000ha3f,2015-05-13T18:53:57.000Z,"offshore Maule, Chile",earthquake,,2.8,,,reviewed,us,gcmt
2010-03-28T21:38:28.000Z,-35.387,-73.385,29.9,6,mwb,259,53,,,us,usp000ha3d,2015-05-13T18:53:57.000Z,"offshore Maule, Chile",earthquake,,,,,reviewed,guc,us
2010-03-28T14:36:34.330Z,-36.139,-73.449,35,5.2,mwc,38,114.8,,0.93,us,usp000ha2r,2015-03-24T02:19:09.846Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-26T14:52:07.230Z,-27.953,-70.821,42,6.3,mwb,387,21.1,,0.9,us,usp000ha0a,2015-06-30T16:59:03.685Z,"Atacama, Chile",earthquake,,,,,reviewed,us,us
2010-03-25T13:57:52.000Z,-35.989,-72.725,33.8,5,mb,69,115.7,,,us,usp000h9yw,2015-03-24T01:07:06.391Z,"Bio-Bio, Chile",earthquake,,,,37,reviewed,guc,us
2010-03-25T11:10:41.620Z,-35.835,-73.046,35,5.3,mwc,78,116.4,,1.2,us,usp000h9yr,2015-03-24T02:30:02.802Z,"offshore Maule, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-24T11:30:12.100Z,-36.543,-73.526,30.7,5,mb,112,69.7,,0.86,us,usp000h9xp,2015-03-24T01:07:00.585Z,"offshore Bio-Bio, Chile",earthquake,,,,44,reviewed,us,us
2010-03-24T00:05:14.580Z,-37.15,-73.557,19.1,5.1,mwc,46,132.8,,1.17,us,usp000h9x2,2015-03-24T01:06:59.185Z,"offshore Bio-Bio, Chile",earthquake,,24.3,,,reviewed,us,gcmt
2010-03-23T03:44:58.930Z,-34.808,-73.82,35.3,5.1,mb,179,72.5,,0.74,us,usp000h9vu,2014-11-07T01:41:04.528Z,"off the coast of Libertador O'Higgins, Chile",earthquake,,6.9,,111,reviewed,us,us
2010-03-22T08:52:20.720Z,-41.257,-88.949,10,5.4,mwc,150,69.7,,0.98,us,usp000h9uq,2015-02-11T17:19:21.000Z,"West Chile Rise",earthquake,,,,,reviewed,us,gcmt
2010-03-21T18:31:04.100Z,-36.344,-73.164,36.2,5.5,mwb,250,51.3,,0.91,us,usp000h9tf,2015-05-13T18:53:57.000Z,"offshore Bio-Bio, Chile",earthquake,,7.1,,,reviewed,us,us
2010-03-20T21:21:09.000Z,-34.685,-72.084,24.2,5.2,mb,217,114,,,us,usp000h9ry,2014-11-07T01:41:03.898Z,"offshore Maule, Chile",earthquake,,,,145,reviewed,guc,us
2010-03-20T10:04:37.160Z,-34.406,-71.723,39.8,5,mb,137,75,,0.8,us,usp000h9r5,2015-03-24T02:15:41.819Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,6.4,,75,reviewed,us,us
2010-03-19T17:10:45.000Z,-34.44,-72.04,16.3,5.2,mb,196,77.3,,,us,usp000h9pz,2015-03-24T01:06:49.422Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,26,reviewed,guc,us
2010-03-19T14:20:47.540Z,-33.251,-72.113,35,5.2,mwc,105,114,,0.91,us,usp000h9py,2015-03-24T01:06:48.020Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-19T08:54:44.000Z,-35.541,-73.475,14.4,5.5,mwc,264,60.2,,,us,usp000h9p8,2015-03-24T01:06:45.185Z,"offshore Maule, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-19T02:55:53.220Z,-33.531,-72.172,26.9,5.2,mwc,115,115.2,,0.8,us,usp000h9nv,2015-03-24T01:06:43.805Z,"offshore Valparaiso, Chile",earthquake,,11.9,,,reviewed,us,gcmt
2010-03-18T19:49:36.000Z,-21.787,-68.64,144.6,5,mwc,89,98.1,,,us,usp000h9nc,2015-02-11T17:19:21.000Z,"Antofagasta, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-18T09:32:21.000Z,-44.179,-72.832,4.4,5.2,mwc,117,110.8,,,us,usp000h9mm,2015-03-24T01:06:39.625Z,"Aisen, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-18T03:18:22.000Z,-34.361,-72.008,35,5.1,mwc,160,74.8,,,us,usp000h9kt,2015-03-24T18:45:19.095Z,"offshore Libertador O'Higgins, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-18T01:57:29.570Z,-36.569,-72.773,28.4,5.2,mwc,137,87.6,,0.92,us,usp000h9kq,2015-03-24T01:52:26.572Z,"Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-17T20:27:04.000Z,-42.5,-83.5,10,5,mwc,,,,,gcmt,gcmt20100317202704,2015-02-11T17:19:21.000Z,"West Chile Rise",earthquake,,,,,automatic,gcmt,gcmt
2010-03-17T19:00:06.800Z,-36.596,-72.91,27.1,5,mb,103,114.5,,0.95,us,usp000h9k6,2015-03-24T01:06:36.791Z,"Bio-Bio, Chile",earthquake,,,,56,reviewed,us,us
2010-03-17T18:29:37.580Z,-35.444,-73.041,22.1,5.1,mwc,54,116.2,,1.09,us,usp000h9k4,2015-02-11T17:19:21.000Z,"offshore Maule, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-17T17:38:33.060Z,-43.842,-72.569,10,5.4,mwc,116,47.3,,0.91,us,usp000h9k2,2015-03-24T01:06:35.396Z,"Los Lagos, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-16T03:04:39.990Z,-36.405,-73.074,42.3,5.9,mwc,233,81.7,,1.02,us,usp000h9fv,2015-05-13T18:53:57.000Z,"offshore Bio-Bio, Chile",earthquake,,8.2,,,reviewed,us,gcmt
2010-03-16T02:21:57.940Z,-36.217,-73.257,18,6.7,mwc,312,34.7,,0.93,us,usp000h9fs,2015-07-01T17:07:57.000Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,us
2010-03-15T17:00:15.140Z,-41.439,-89.251,10,5.2,mwc,14,142.5,,1.4,us,usp000h9ex,2015-02-11T17:19:20.000Z,"southeast of Easter Island",earthquake,,,,,reviewed,us,gcmt
2010-03-15T12:13:16.550Z,-36.075,-73.178,35,5,mb,46,116.4,,1.19,us,usp000h9en,2014-11-07T01:41:02.015Z,"offshore Bio-Bio, Chile",earthquake,,,,37,reviewed,us,us
2010-03-15T11:08:28.960Z,-35.802,-73.158,14,6.2,mwc,238,35.6,,1.01,us,usp000h9eg,2015-05-13T18:53:57.000Z,"offshore Maule, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-15T00:42:51.900Z,-34.376,-72.035,32.4,5.1,mb,92,114.4,,,us,usp000h9ds,2015-03-24T01:06:25.217Z,"offshore Libertador O'Higgins, Chile",earthquake,,,,34,reviewed,guc,us
2010-03-14T20:04:54.540Z,-38.526,-73.534,13,5.6,mwb,219,35.3,,0.91,us,usp000h9dd,2015-03-24T01:06:22.274Z,"offshore Araucania, Chile",earthquake,,,,,reviewed,us,us
2010-03-14T19:10:46.100Z,-34.932,-72.565,32,5,mb,66,73.3,,,us,usp000h9db,2015-03-24T01:06:20.883Z,"offshore Maule, Chile",earthquake,,,,30,reviewed,guc,us
2010-03-14T14:01:18.190Z,-38.438,-73.596,35,5,mb,65,66.2,,1,us,usp000h9cz,2015-03-24T02:25:12.026Z,"offshore Araucania, Chile",earthquake,,,,25,reviewed,us,us
2010-03-14T13:52:22.690Z,-38.502,-73.653,23.2,5.5,mwc,165,63.7,,0.85,us,usp000h9cx,2015-03-24T01:06:19.449Z,"offshore Araucania, Chile",earthquake,,10.1,,,reviewed,us,gcmt
2010-03-14T07:31:24.990Z,-34.227,-71.768,35,5.2,mwc,259,34.1,,0.79,us,usp000h9ce,2015-03-24T01:06:16.540Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-13T20:20:26.360Z,-36.825,-73.702,37.3,5.3,mwc,51,135.6,,0.99,us,usp000h9bb,2015-03-24T02:14:12.901Z,"offshore Bio-Bio, Chile",earthquake,,10.9,,,reviewed,us,gcmt
2010-03-13T15:22:35.900Z,-34.56,-71.747,36.4,5.2,mwc,143,74.7,,,us,usp000h9at,2015-03-24T01:06:10.723Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-13T10:34:43.360Z,-37.551,-73.465,35,5.8,mwc,168,54.3,,0.87,us,usp000h9ae,2015-05-13T18:53:57.000Z,"Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-13T07:12:03.300Z,-34.392,-71.931,3.9,5.1,mwc,171,114.5,,,us,usp000h9a3,2015-03-24T01:06:09.334Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-13T03:19:07.100Z,-36.725,-73.5,30.7,5.4,mwc,195,52.9,,,us,usp000h99w,2015-03-24T01:06:05.121Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-13T03:15:01.400Z,-36.685,-73.612,15,5.3,mwc,187,53.7,,,us,usp000h99v,2015-02-11T17:19:20.000Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-12T16:50:01.700Z,-34.233,-71.917,7,5.8,mwb,335,31.2,,0.93,us,usp000h98u,2015-06-30T16:59:03.677Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,us,us
2010-03-12T16:04:51.200Z,-34.337,-71.942,36,5,mb,141,77.7,,,us,usp000h98s,2015-03-24T01:06:00.804Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,79,reviewed,guc,us
2010-03-12T10:32:35.310Z,-37.695,-73.786,35,5.1,mwc,34,134.6,,1.08,us,usp000h97y,2015-02-11T17:19:20.000Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-12T06:10:34.400Z,-34.488,-71.823,22.9,5,mb,154,113.9,,,us,usp000h979,2015-03-24T01:05:56.535Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,89,reviewed,guc,us
2010-03-12T01:46:55.900Z,-34.417,-71.985,7.3,5,mb,142,97.2,,,us,usp000h96k,2015-03-24T01:05:55.140Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,66,reviewed,guc,us
2010-03-11T22:34:03.910Z,-37.705,-73.651,24.5,5.3,mwc,283,66,,1.01,us,usp000h96a,2015-03-24T01:05:53.735Z,"Bio-Bio, Chile",earthquake,,1.5,,,reviewed,us,gcmt
2010-03-11T21:50:03.300Z,-34.416,-72.006,9.6,5.2,mb,259,77.4,,,us,usp000h966,2015-03-24T01:05:52.293Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,97,reviewed,guc,us
2010-03-11T20:11:20.400Z,-34.381,-71.979,8,5.6,mwc,262,52.9,,,us,usp000h95z,2015-05-13T18:53:57.000Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-11T19:28:06.400Z,-34.346,-71.976,33.2,5.4,mb,244,41.3,,,us,usp000h95v,2015-03-24T01:05:50.899Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,141,reviewed,guc,us
2010-03-11T18:20:23.030Z,-34.469,-71.978,35,5,mb,53,116.3,,0.97,us,usp000h95p,2014-11-07T01:40:58.711Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,17,reviewed,us,us
2010-03-11T17:18:49.720Z,-34.293,-71.906,17.9,5.2,mb,92,75,,0.91,us,usp000h95g,2015-03-24T01:05:49.505Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,8,,29,reviewed,us,us
2010-03-11T16:56:33.760Z,-34.393,-71.802,39.7,5.3,mb,110,53,,0.98,us,usp000h95e,2015-03-24T02:02:42.245Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,6.3,,41,reviewed,us,us
2010-03-11T15:54:35.600Z,-34.507,-72.124,12.7,5,mb,90,74.4,,,us,usp000h956,2015-03-24T01:05:48.058Z,"offshore Libertador O'Higgins, Chile",earthquake,,,,40,reviewed,guc,us
2010-03-11T15:34:50.010Z,-34.344,-71.728,27.5,5,mb,86,97.7,,0.91,us,usp000h952,2014-11-07T01:40:58.615Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,14,,47,reviewed,us,us
2010-03-11T15:26:15.590Z,-34.245,-71.866,23,5.3,mb,106,78.1,,1.02,us,usp000h951,2015-03-24T02:23:55.207Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,15.8,,54,reviewed,us,us
2010-03-11T15:06:02.130Z,-34.47,-72.004,31.5,6,mb,316,34.2,,1.04,us,usp000h94x,2015-05-13T18:53:57.000Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,5,,198,reviewed,us,us
2010-03-11T14:58:15.130Z,-34.614,-71.99,35,5.6,mb,29,53.1,,0.98,us,usp000h94w,2015-05-13T18:53:57.000Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,11,reviewed,us,us
2010-03-11T14:55:27.510Z,-34.326,-71.799,18,7,mwc,403,17.1,,1.02,us,usp000h94v,2015-07-01T17:06:32.000Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-11T14:48:31.310Z,-34.255,-71.674,35,5.2,mb,54,53,,1.06,us,usp000h94u,2014-11-07T01:40:58.533Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,17,reviewed,us,us
2010-03-11T14:39:43.950Z,-34.29,-71.891,11,6.9,mwc,415,12.5,,0.85,us,usp000h94t,2016-02-10T20:46:25.716Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,us,us
2010-03-11T12:44:12.980Z,-37.259,-73.512,41.6,5.1,mb,82,132.8,,1.04,us,usp000h94j,2014-11-07T01:40:58.445Z,"Bio-Bio, Chile",earthquake,,6.3,,54,reviewed,us,us
2010-03-10T16:00:51.970Z,-38.093,-74.906,22.9,5.1,mwc,54,135.1,,1.08,us,usp000h933,2015-02-11T17:19:20.000Z,"off the coast of Araucania, Chile",earthquake,,25.4,,,reviewed,us,gcmt
2010-03-10T12:20:58.920Z,-33.562,-72.298,35,5.6,mwc,187,33.9,,0.75,us,usp000h92q,2015-05-13T18:53:57.000Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-10T09:37:59.080Z,-36.934,-73.498,35,5.2,mb,80,68.4,,0.85,us,usp000h92h,2015-03-24T02:23:06.619Z,"offshore Bio-Bio, Chile",earthquake,,,,23,reviewed,us,us
2010-03-10T09:04:09.900Z,-36.699,-73.189,27.3,5.1,mb,71,102.1,,,us,usp000h92g,2015-03-24T01:05:42.452Z,"offshore Bio-Bio, Chile",earthquake,,,,36,reviewed,guc,us
2010-03-10T08:45:23.130Z,-34.992,-73.831,35,5.1,mwc,158,85.3,,0.83,us,usp000h92f,2015-03-24T02:42:07.031Z,"off the coast of Libertador O'Higgins, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-10T04:01:48.750Z,-37.156,-73.681,36.6,5.2,mwc,44,116.6,,0.96,us,usp000h91w,2015-03-24T02:35:42.820Z,"offshore Bio-Bio, Chile",earthquake,,9.8,,,reviewed,us,gcmt
2010-03-10T02:41:48.000Z,-36.981,-72.718,32.2,5.2,mwc,221,35.9,,0.95,us,usp000h91s,2015-03-24T01:05:40.988Z,"Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-09T22:10:50.680Z,-33.855,-72.324,36,5.1,mwc,82,115.9,,0.87,us,usp000h919,2015-08-26T22:29:27.320Z,"offshore Libertador O'Higgins, Chile",earthquake,,6.5,,,reviewed,us,gcmt
2010-03-09T21:59:23.230Z,-34.765,-73.949,35,5,mb,99,77.9,,0.75,us,usp000h918,2014-11-07T01:40:57.943Z,"off the coast of Libertador O'Higgins, Chile",earthquake,,,,44,reviewed,us,us
2010-03-08T23:43:29.340Z,-32.569,-71.631,28.8,5,mb,87,115.7,,0.88,us,usp000h8zf,2015-03-24T02:19:08.449Z,"offshore Valparaiso, Chile",earthquake,,15,,63,reviewed,us,us
2010-03-08T18:43:24.500Z,-32.714,-71.827,7.9,5.1,mb,99,82.5,,,us,usp000h8z1,2015-03-24T01:05:32.092Z,"offshore Valparaiso, Chile",earthquake,,,,40,reviewed,guc,us
2010-03-08T18:18:51.890Z,-32.634,-71.721,23.6,5,mb,84,115.7,,0.88,us,usp000h8z0,2014-11-07T01:40:57.639Z,"offshore Valparaiso, Chile",earthquake,,,,39,reviewed,us,us
2010-03-08T18:08:01.780Z,-32.614,-71.613,22.4,5.3,mwc,160,83.1,,0.97,us,usp000h8yz,2015-03-24T01:05:30.500Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-08T17:50:45.820Z,-32.595,-71.641,23.8,5.3,mwc,184,78.3,,0.83,us,usp000h8yx,2015-03-24T01:05:28.894Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-08T16:49:51.780Z,-32.66,-71.644,21.8,5,mb,129,82.9,,0.77,us,usp000h8yr,2015-03-24T01:05:25.716Z,"offshore Valparaiso, Chile",earthquake,,,,63,reviewed,us,us
2010-03-08T16:04:12.040Z,-35.947,-73.255,35,5,mb,37,116.3,,0.87,us,usp000h8yp,2014-11-07T01:40:57.545Z,"offshore Bio-Bio, Chile",earthquake,,,,9,reviewed,us,us
2010-03-08T13:47:23.440Z,-34.582,-71.58,39.6,5.1,mb,143,114.8,,0.76,us,usp000h8yb,2015-03-24T01:57:40.774Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,7.1,,91,reviewed,us,us
2010-03-08T13:03:43.840Z,-34.533,-73.82,34.7,5.1,mwc,72,89.2,,0.91,us,usp000h8y9,2015-02-11T17:19:20.000Z,"off the coast of Libertador O'Higgins, Chile",earthquake,,16.9,,,reviewed,us,gcmt
2010-03-08T08:07:56.650Z,-33.781,-72.002,28.3,5.1,mb,209,80.8,,0.84,us,usp000h8xm,2015-03-24T01:05:19.175Z,"offshore Valparaiso, Chile",earthquake,,1.7,,124,reviewed,us,us
2010-03-08T04:40:24.860Z,-33.233,-71.906,35,5,mb,59,145,,1.17,us,usp000h8x7,2015-03-24T01:05:17.593Z,"offshore Valparaiso, Chile",earthquake,,,,37,reviewed,us,us
2010-03-07T23:46:57.750Z,-36.156,-73.042,24.9,5.1,mwc,273,53.3,,0.89,us,usp000h8wv,2015-03-24T02:00:19.195Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-07T22:00:35.600Z,-34.109,-71.977,9.7,5.2,mwc,340,32.6,,,us,usp000h8wt,2015-03-24T01:05:15.935Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-07T18:36:00.240Z,-34.608,-71.906,35,5.3,mwc,115,91.3,,1.02,us,usp000h8wp,2015-03-24T01:48:21.443Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-07T16:18:28.840Z,-38.046,-73.5,21.4,5,mb,30,123.2,,0.73,us,usp000h8wf,2014-11-07T01:40:56.985Z,"offshore Bio-Bio, Chile",earthquake,,,,5,reviewed,us,us
2010-03-07T15:59:44.600Z,-37.99,-73.3,26.8,5.9,mwc,225,52.2,,0.84,us,usp000h8wc,2015-05-13T18:53:57.000Z,"Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-07T04:46:31.700Z,-33.166,-72.064,18.8,5.1,mwc,186,80.8,,,us,usp000h8vk,2015-03-24T01:05:10.938Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-06T18:03:22.860Z,-36.174,-72.972,35,5,mb,17,116.5,,1.43,us,usp000h8un,2014-11-07T01:40:56.701Z,"offshore Bio-Bio, Chile",earthquake,,,,2,reviewed,us,us
